userid,campaignid,timestamp,mediatype,adtype,city,state,age,campaign_area,campaign_category,activity
f640d2dd-1665-43f1-97ff-14721233c495,b9eb512c-101c-42d4-8904-50a0ff4d798b,1493640000,swf,popup,Salt Lake City,AL,49,AL,car,hover
4b84e281-18db-4aa6-8ed9-c70798fa7bf2,5d72a3e5-9404-498b-81b8-15117352686c,1493640000,txt,popup,Lansing,AK,35,AK,tech,impression
16f6595e-5d15-4c31-ba3e-8d1b0b80f093,c2f1a1e9-d5b0-4a74-a85a-84611d929f03,1493640000,swf,embedded,Phoenix,CA,53,CA,food,clicked
f7f1a229-cee1-4e42-9f12-a47d5218d0ff,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,popup,Montpelier,IN,43,IN,gas,impression
5f74c038-59cf-4a4c-9ee7-fdc1d9f872a2,5f51768a-f276-4c65-8e98-94d035ceedb8,1493640000,txt,popup,Albany,WA,31,WA,car,hover
3030d9d4-cf18-4f9a-949f-0e9c17e5be10,bb19526c-a252-457f-9081-2a12b1f7621b,1493640000,txt,banner,Raleigh,LA,28,LA,car,hover
c0f4f50b-713d-48f6-8b55-0fca288ed3df,ca660a13-87e5-49c1-b2f4-6a408d11d615,1493640000,txt,popup,Saint Paul,FL,32,FL,retail,hover
e219b423-4ef2-41dc-aa31-1a0f80071460,ea539aed-a3a0-4172-9c83-94af337480b4,1493640000,swf,popup,Baton Rouge,AR,43,AR,food,impression
07caa1b7-6bdb-4f97-9c8e-6294286d6c99,00c7d337-ae99-49a0-ac3b-c675ab14e7eb,1493640000,swf,embedded,Saint Paul,OR,43,OR,gas,hover
cea58d89-7862-46df-a9f5-d4a7165cd3d4,88784cd6-92a3-4868-a5b1-0d04da3c3d12,1493640000,txt,popup,Nashville,AL,24,AL,misc,hover
05cd7246-1241-4c29-9f80-0bd6511f1f2e,7408682a-d248-4f42-96b0-05fc217988f0,1493640000,txt,popup,Hartford,AL,52,AL,gas,hover
c08376c1-ccea-4599-9a3e-25b5bef98be9,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,swf,banner,Lincoln,DE,22,DE,tech,impression
26942931-2d1a-4ac3-89b5-4ddafb721a87,25f0ad51-6040-41f5-a87e-6849a40127af,1493640000,txt,popup,Salt Lake City,MI,32,MI,car,hover
948fe65d-d8aa-4b43-8272-1bdf7affd89a,c600e6c5-de48-494a-aa8b-0abc49d15e00,1493640000,swf,banner,Columbus,KY,46,KY,retail,impression
fc314d5e-6645-49f2-b480-4154d03bcca2,5d72a3e5-9404-498b-81b8-15117352686c,1493640000,txt,popup,Austin,OH,26,OH,tech,clicked
958358a4-c4f7-45b3-b2ba-63b927f83e1e,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,popup,Pierre,MI,28,MI,retail,hover
8d3ed4f3-77a9-4bd8-81f1-f6478344a5e9,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,txt,popup,Austin,AR,34,AR,misc,impression
ee2822a9-d4e7-4340-b25c-c989604d0cff,c1d8a759-829d-4152-922c-27019868ec07,1493640000,swf,embedded,Salt Lake City,DE,57,DE,coffee,impression
8d3ed4f3-77a9-4bd8-81f1-f6478344a5e9,b070fe31-1550-49b9-9d33-e33759e54dbc,1493640000,swf,embedded,Olympia,WI,34,WI,retail,impression
faa4fb7d-43bc-4e30-9de4-c6f1f619bfca,3f86c46b-8c0e-41cc-9008-e031e5ac5ce8,1493640000,txt,popup,Jackson,AL,37,AL,tech,hover
c085dcd1-4f89-4659-88f1-2f02fbec5dee,c600e6c5-de48-494a-aa8b-0abc49d15e00,1493640000,swf,popup,Austin,SC,33,SC,retail,impression
b5a3368c-2d56-4e80-8444-0432f2167cef,b070fe31-1550-49b9-9d33-e33759e54dbc,1493640000,txt,banner,Hartford,MD,61,MD,retail,impression
8a99affe-6922-437a-beea-79e4ad5363c6,c1d8a759-829d-4152-922c-27019868ec07,1493640000,txt,popup,Hartford,LA,30,LA,coffee,hover
958358a4-c4f7-45b3-b2ba-63b927f83e1e,ca660a13-87e5-49c1-b2f4-6a408d11d615,1493640000,txt,popup,Montpelier,SC,28,SC,retail,impression
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,img,popup,Springfield,MT,60,MT,gas,impression
f9447859-bee7-4b57-9c0c-65fc369d48dc,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,img,popup,Salt Lake City,OR,58,OR,gas,hover
552d82a1-572e-4e99-afd7-576ebd635b09,2e710755-5b2b-4212-8d1b-be4a2e5c34d2,1493640000,swf,popup,Springfield,PA,38,PA,retail,impression
b5a3368c-2d56-4e80-8444-0432f2167cef,26b0ddbc-d6e1-482a-a0df-6feacd0339e8,1493640000,swf,popup,Richmond,NM,61,NM,coffee,impression
d5fe9e61-5ae0-458d-afff-93e347ba6401,cabb9c5b-7a81-48be-9121-9e66d94bb25d,1493640000,swf,banner,Oklahoma City,IN,27,IN,car,impression
24ec40f0-7d2d-4576-9075-81185ed93eed,ea539aed-a3a0-4172-9c83-94af337480b4,1493640000,txt,popup,Raleigh,MT,58,MT,food,impression
588b57a3-a750-4b9e-8f61-6f39f5855560,25f0ad51-6040-41f5-a87e-6849a40127af,1493640000,txt,popup,Trenton,WI,61,WI,car,impression
ef30edf3-0f05-48be-9a62-8572f50701ea,d89e7da3-fec1-450a-a050-6613204c143b,1493640000,txt,embedded,Little Rock,MA,39,MA,food,hover
20c09b6e-f271-4658-bc6a-f4d00d975e86,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,txt,popup,Salem,NC,60,NC,retail,clicked
2bb21ca1-14b9-4c26-9448-6e4301454f99,c2f1a1e9-d5b0-4a74-a85a-84611d929f03,1493640000,txt,popup,Salt Lake City,MD,44,MD,food,impression
faa4fb7d-43bc-4e30-9de4-c6f1f619bfca,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,img,popup,Atlanta,GA,37,GA,car,clicked
26942931-2d1a-4ac3-89b5-4ddafb721a87,bb19526c-a252-457f-9081-2a12b1f7621b,1493640000,txt,banner,Boise,SD,32,SD,car,impression
2bb21ca1-14b9-4c26-9448-6e4301454f99,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,txt,popup,Albany,LA,44,LA,gas,hover
64891445-664b-4238-9875-09af91a4695a,5f51768a-f276-4c65-8e98-94d035ceedb8,1493640000,txt,popup,Honolulu,NY,36,NY,car,clicked
7d5d8b5b-2500-4c7d-a58f-7a49d1f51f93,c6afb280-53ef-4c70-bdc6-6842177671f2,1493640000,img,embedded,Tallahassee,NC,28,NC,food,clicked
fa879d10-5ce2-4df5-b598-025af9771388,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,txt,popup,Springfield,MD,31,MD,misc,impression
8eada2dc-d9ce-459b-b69c-8c8f19f1c802,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,txt,popup,Baton Rouge,LA,32,LA,coffee,hover
f26f7b0b-45b1-44fe-9fb5-68e339c54b5e,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,txt,popup,Topeka,NJ,30,NJ,gas,hover
ea5b292a-bc1d-4085-80ff-f18ae36d5657,25f0ad51-6040-41f5-a87e-6849a40127af,1493640000,txt,popup,Hartford,WA,50,WA,car,hover
44863814-9f1b-46a8-8d9b-40dd57ba3327,30720a6a-8bae-40e7-829f-9cd85541eb0e,1493640000,txt,popup,Nashville,HI,51,HI,food,hover
6e754b2a-a004-4d33-a237-4c18b0f3fdd9,49a3eb93-35d8-40e7-b5e1-db54d868959d,1493640000,txt,popup,Trenton,NE,28,NE,retail,impression
20c09b6e-f271-4658-bc6a-f4d00d975e86,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,img,popup,Boise,OR,60,OR,retail,hover
2d717479-a55a-4452-b573-c55a3d9a1ddc,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,img,embedded,Trenton,NY,26,NY,misc,clicked
60a9c35a-85e7-4d78-920d-cc1a35814c9a,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,swf,banner,Atlanta,WY,61,WY,car,impression
58dd9d81-74fd-4423-83b9-6cc006887609,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,swf,banner,Charleston,NE,45,NE,misc,impression
2627a278-8600-4170-98cc-7d9020bd1006,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,txt,embedded,Charleston,NY,54,NY,gas,clicked
99ca7c74-66dc-47fb-990a-aeda6b3bd751,b9eb512c-101c-42d4-8904-50a0ff4d798b,1493640000,txt,popup,Boston,AK,59,AK,car,impression
75a0a696-ef8b-4ec9-9ed7-af46e2b27305,2a867159-c2e6-4d94-a654-3b94e5274102,1493640000,txt,popup,Charleston,NJ,52,NJ,retail,hover
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,c7baf205-f866-48e6-a1d5-1bae17be8c1c,1493640000,swf,popup,Bismarck,ND,60,ND,food,impression
85a2e5f1-d6a5-4fb6-9a3a-59c0eafc0862,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,swf,popup,Jefferson City,HI,24,HI,car,hover
6a038fc8-9744-4c87-9a48-38a64e280861,740aba09-7f93-4f89-8400-b188af6bc62a,1493640000,txt,banner,Harrisburg,ME,47,ME,coffee,impression
ff50936f-171a-4d48-bdf1-6b69f0f4e784,49a3eb93-35d8-40e7-b5e1-db54d868959d,1493640000,swf,popup,Lincoln,IN,32,IN,retail,impression
30a81012-56b9-4b24-b610-6edc3f022c70,b9eb512c-101c-42d4-8904-50a0ff4d798b,1493640000,swf,popup,Pierre,NJ,38,NJ,car,hover
dd2e2251-687b-4de8-8e89-b2dea5386bf1,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,txt,banner,Carson City,ME,54,ME,car,impression
c0f4f50b-713d-48f6-8b55-0fca288ed3df,2a867159-c2e6-4d94-a654-3b94e5274102,1493640000,img,embedded,Carson City,LA,32,LA,retail,hover
7f08ab83-0341-412d-aa9a-d653968088de,bb19526c-a252-457f-9081-2a12b1f7621b,1493640000,txt,popup,Saint Paul,HI,24,HI,car,hover
53901c00-a413-4bdb-b70d-0413b4c0284a,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,txt,popup,Lansing,NJ,31,NJ,coffee,hover
b5a3368c-2d56-4e80-8444-0432f2167cef,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,txt,popup,Columbia,WA,61,WA,misc,hover
e3cab911-f372-4d3a-8fdf-8e9ee7080f2c,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,banner,Nashville,NM,25,NM,retail,impression
271f76d7-5931-447b-9ace-dc7ee1c420ce,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,popup,Indianapolis,ME,52,ME,retail,impression
e1d49d50-df77-46af-8d6b-99dc9d6b7230,30720a6a-8bae-40e7-829f-9cd85541eb0e,1493640000,txt,banner,Topeka,NV,45,NV,food,impression
96680250-063a-44a7-a779-e92bf6969535,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,banner,Cheyenne,NJ,40,NJ,retail,impression
2cd83027-a45a-493b-adfb-ecdcfad70ce2,06c40fd8-cb9c-43ec-8d3b-6bf5cbf44722,1493640000,txt,popup,Bismarck,MO,49,MO,gas,impression
888d8071-336a-4656-8315-266d729fa273,5d72a3e5-9404-498b-81b8-15117352686c,1493640000,txt,embedded,Little Rock,LA,29,LA,tech,hover
bb946f49-6d20-4f45-9625-8960379efef0,c2f1a1e9-d5b0-4a74-a85a-84611d929f03,1493640000,txt,banner,Carson City,AK,32,AK,food,impression
a75f0cf6-773c-40f0-96c9-5b612bd5a7bb,740aba09-7f93-4f89-8400-b188af6bc62a,1493640000,txt,popup,Jefferson City,NM,55,NM,coffee,impression
8d54f937-d97a-4605-929e-1fa18af16298,c1d8a759-829d-4152-922c-27019868ec07,1493640000,txt,popup,Denver,WA,29,WA,coffee,hover
2161bf2c-803e-4441-8859-9313da007918,ea539aed-a3a0-4172-9c83-94af337480b4,1493640000,txt,embedded,Annapolis,CA,30,CA,food,clicked
aa8c2589-02b5-4624-83b2-e07245462c06,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,swf,banner,Saint Paul,WV,23,WV,misc,impression
2d717479-a55a-4452-b573-c55a3d9a1ddc,608e679a-e55b-4a72-bebd-7cf994ea7cb0,1493640000,txt,popup,Hartford,TX,26,TX,tech,clicked
ea5f1256-3833-4845-956f-003baae0d73f,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,txt,popup,Richmond,WA,24,WA,gas,hover
e6138b6d-b922-45b9-9ff8-4eb117d37ff9,25f0ad51-6040-41f5-a87e-6849a40127af,1493640000,txt,banner,Sacramento,IL,47,IL,car,impression
fc314d5e-6645-49f2-b480-4154d03bcca2,5f51768a-f276-4c65-8e98-94d035ceedb8,1493640000,swf,popup,Sacramento,ND,26,ND,car,impression
cea58d89-7862-46df-a9f5-d4a7165cd3d4,2a867159-c2e6-4d94-a654-3b94e5274102,1493640000,txt,popup,Little Rock,FL,24,FL,retail,hover
4f2815a4-877d-43b7-94a0-7d748eb0cb2a,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,txt,embedded,Salt Lake City,OR,33,OR,coffee,hover
24ec40f0-7d2d-4576-9075-81185ed93eed,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,img,popup,Lansing,KY,58,KY,retail,impression
c08376c1-ccea-4599-9a3e-25b5bef98be9,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,txt,popup,Charleston,RI,22,RI,tech,impression
ff50936f-171a-4d48-bdf1-6b69f0f4e784,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,txt,popup,Raleigh,MO,32,MO,tech,impression
399c92ea-f1e4-42be-a2e2-eb548a45602e,c6afb280-53ef-4c70-bdc6-6842177671f2,1493640000,img,popup,Carson City,NY,31,NY,food,impression
3093c712-0e47-44c4-964c-08d03570f2c2,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,img,banner,Topeka,IA,31,IA,misc,impression
c9bdcdb1-1a8f-46a0-b69b-9df6ea912ed8,5f51768a-f276-4c65-8e98-94d035ceedb8,1493640000,txt,banner,Atlanta,ND,27,ND,car,impression
b91dc1e4-2a12-4007-880c-de482a2d710a,ca660a13-87e5-49c1-b2f4-6a408d11d615,1493640000,txt,popup,Montpelier,MI,38,MI,retail,hover
e6138b6d-b922-45b9-9ff8-4eb117d37ff9,608e679a-e55b-4a72-bebd-7cf994ea7cb0,1493640000,txt,embedded,Baton Rouge,CA,47,CA,tech,clicked
ef30edf3-0f05-48be-9a62-8572f50701ea,ca660a13-87e5-49c1-b2f4-6a408d11d615,1493640000,txt,banner,Hartford,MA,39,MA,retail,hover
b2387eb3-12ac-4c02-a738-80062ba5630b,2e710755-5b2b-4212-8d1b-be4a2e5c34d2,1493640000,swf,banner,Lansing,MT,31,MT,retail,impression
85a2e5f1-d6a5-4fb6-9a3a-59c0eafc0862,25f0ad51-6040-41f5-a87e-6849a40127af,1493640000,txt,banner,Olympia,NC,24,NC,car,clicked
8d25f49b-9fbb-4148-aece-6766a4d73c68,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,swf,banner,Charleston,CO,56,CO,gas,impression
99ca7c74-66dc-47fb-990a-aeda6b3bd751,b070fe31-1550-49b9-9d33-e33759e54dbc,1493640000,img,banner,Boston,MN,59,MN,retail,impression
90e8cc83-7572-4c43-8546-3c1b437fc3bb,c1d8a759-829d-4152-922c-27019868ec07,1493640000,txt,popup,Augusta,AR,48,AR,coffee,impression
12a6de62-dcf3-4d67-97e2-eaa882d7d84d,d89e7da3-fec1-450a-a050-6613204c143b,1493640000,txt,banner,Austin,IA,43,IA,food,impression
13ba681b-8cb2-42e1-8153-ff8f1ab280c2,cabb9c5b-7a81-48be-9121-9e66d94bb25d,1493640000,txt,embedded,Montpelier,CA,31,CA,car,clicked
44863814-9f1b-46a8-8d9b-40dd57ba3327,7408682a-d248-4f42-96b0-05fc217988f0,1493640000,txt,popup,Montpelier,NJ,51,NJ,gas,hover
b2387eb3-12ac-4c02-a738-80062ba5630b,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,popup,Richmond,MN,31,MN,gas,impression
3ca4f924-d74d-478b-a0d8-f994bd6a9303,b9eb512c-101c-42d4-8904-50a0ff4d798b,1493640000,swf,popup,Bismarck,UT,26,UT,car,impression
07797b1c-50ae-436a-862d-44af9169b2c3,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,popup,Bismarck,MA,37,MA,gas,hover
5d421b8a-c554-4c4f-b8f6-c1dfc138bffb,c1d8a759-829d-4152-922c-27019868ec07,1493640000,swf,banner,Boston,IL,30,IL,coffee,impression
f9447859-bee7-4b57-9c0c-65fc369d48dc,3f86c46b-8c0e-41cc-9008-e031e5ac5ce8,1493640000,txt,embedded,Boise,MA,58,MA,tech,hover
64891445-664b-4238-9875-09af91a4695a,06c40fd8-cb9c-43ec-8d3b-6bf5cbf44722,1493640000,txt,popup,Augusta,MI,36,MI,gas,hover
7f08ab83-0341-412d-aa9a-d653968088de,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,txt,banner,Charleston,IN,24,IN,misc,impression
2a1d0ba3-6594-407d-8a22-89cdd7bc0f2f,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,txt,popup,Honolulu,MA,34,MA,gas,hover
e3cab911-f372-4d3a-8fdf-8e9ee7080f2c,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,popup,Concord,LA,25,LA,retail,hover
8b827b53-96cb-4617-8106-165d117661a9,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,swf,banner,Topeka,IN,22,IN,misc,impression
0f16537f-5c14-483d-9787-fc22f50ed50d,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,txt,banner,Salt Lake City,DE,31,DE,tech,impression
58dd9d81-74fd-4423-83b9-6cc006887609,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,embedded,Frankfort,AZ,45,AZ,retail,clicked
c0f4f50b-713d-48f6-8b55-0fca288ed3df,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,txt,banner,Oklahoma City,AK,32,AK,retail,impression
2620effc-9b8b-40b1-9d08-ec19e318e762,00c7d337-ae99-49a0-ac3b-c675ab14e7eb,1493640000,txt,popup,Carson City,CA,39,CA,gas,clicked
90e8cc83-7572-4c43-8546-3c1b437fc3bb,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,swf,banner,Lincoln,NE,48,NE,car,impression
df754056-01be-4de2-98cc-f444c2b33158,cabb9c5b-7a81-48be-9121-9e66d94bb25d,1493640000,swf,banner,Albany,IA,30,IA,car,impression
ef30edf3-0f05-48be-9a62-8572f50701ea,00c7d337-ae99-49a0-ac3b-c675ab14e7eb,1493640000,txt,banner,Concord,MD,39,MD,gas,impression
f5678622-0e93-4fe6-a2c8-64d72f1def28,00c7d337-ae99-49a0-ac3b-c675ab14e7eb,1493640000,img,popup,Santa Fe,NJ,29,NJ,gas,hover
363642f1-5726-49e4-aca8-77a594537fe4,c1cacfec-f8bd-4da4-baf3-3a33169e5b3c,1493640000,swf,banner,Honolulu,MT,54,MT,retail,impression
577e790c-5c23-4795-a304-a4372d448b44,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,img,embedded,Jefferson City,AL,25,AL,retail,hover
4e876849-4d56-4670-b29a-6f34b2e2c50f,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,txt,popup,Lansing,NV,29,NV,gas,impression
74324fc9-dc46-46a4-a65c-b80687c38844,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,txt,popup,Phoenix,NY,40,NY,retail,impression
f26f7b0b-45b1-44fe-9fb5-68e339c54b5e,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,txt,popup,Bismarck,FL,30,FL,misc,hover
6dddba07-06e3-49c4-931a-73ad304fda0f,d89e7da3-fec1-450a-a050-6613204c143b,1493640000,txt,popup,Jackson,CO,33,CO,food,impression
831ac733-f4aa-47ed-884e-bdd349af8207,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,swf,popup,Sacramento,IL,22,IL,gas,impression
e3e1dd4b-832b-49d7-8de0-c120dbcf2803,26b0ddbc-d6e1-482a-a0df-6feacd0339e8,1493640000,swf,popup,Austin,MA,54,MA,coffee,hover
9afb7e62-0d98-4ddc-9353-c5a9fa3fab0c,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,txt,popup,Juneau,LA,35,LA,misc,hover
c534750a-1e2d-4f37-9630-252857d64e74,c2f1a1e9-d5b0-4a74-a85a-84611d929f03,1493640000,img,popup,Albany,TN,40,TN,food,clicked
f4e0116c-7716-4026-ae91-7f1103372551,30720a6a-8bae-40e7-829f-9cd85541eb0e,1493640000,swf,banner,Augusta,VT,20,VT,food,impression
7cc790a4-c050-4e22-a9dd-3cb7572617a6,18c7fbe2-4e78-4ce6-9a8f-ddec282cebc2,1493640000,swf,popup,Honolulu,RI,24,RI,tech,impression
b742dcde-2244-4421-a947-f19e801d0aa3,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,popup,Lincoln,OH,58,OH,gas,clicked
4e876849-4d56-4670-b29a-6f34b2e2c50f,740aba09-7f93-4f89-8400-b188af6bc62a,1493640000,txt,embedded,Oklahoma City,GA,29,GA,coffee,clicked
5b0da88e-307d-41d3-970f-df4e240b3c7c,7408682a-d248-4f42-96b0-05fc217988f0,1493640000,txt,embedded,Richmond,TN,35,TN,gas,clicked
6691c088-f674-4c52-a7e2-ecfce9e0f73c,c1d8a759-829d-4152-922c-27019868ec07,1493640000,txt,banner,Dover,AK,59,AK,coffee,impression
dd2e2251-687b-4de8-8e89-b2dea5386bf1,c1d8a759-829d-4152-922c-27019868ec07,1493640000,swf,banner,Honolulu,NV,54,NV,coffee,impression
3d5d7f89-cf8c-43a9-b1b8-5e68314e6cd7,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,txt,popup,Raleigh,FL,56,FL,retail,hover
66646087-dd8f-4e99-8316-932ca7a82011,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,txt,banner,Montpelier,ND,53,ND,misc,impression
07797b1c-50ae-436a-862d-44af9169b2c3,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,swf,embedded,Little Rock,WI,37,WI,coffee,impression
07427d7c-7194-4b7b-8c53-a29cac9b928a,25f0ad51-6040-41f5-a87e-6849a40127af,1493640000,txt,popup,Trenton,OH,58,OH,car,clicked
3d5d7f89-cf8c-43a9-b1b8-5e68314e6cd7,608e679a-e55b-4a72-bebd-7cf994ea7cb0,1493640000,txt,embedded,Saint Paul,OK,56,OK,tech,impression
a96abe7b-ace3-470a-b4b5-0e5c99dbcadd,c7baf205-f866-48e6-a1d5-1bae17be8c1c,1493640000,swf,popup,Harrisburg,ID,33,ID,food,impression
e219b423-4ef2-41dc-aa31-1a0f80071460,c600e6c5-de48-494a-aa8b-0abc49d15e00,1493640000,swf,banner,Carson City,OK,43,OK,retail,impression
0182fd74-2c56-4a58-913b-00d9bd5deda3,c6afb280-53ef-4c70-bdc6-6842177671f2,1493640000,txt,popup,Frankfort,NC,47,NC,food,clicked
16b77f2f-5875-466d-abc3-eebfe95e06f7,740aba09-7f93-4f89-8400-b188af6bc62a,1493640000,swf,popup,Little Rock,MO,43,MO,coffee,impression
7d5d8b5b-2500-4c7d-a58f-7a49d1f51f93,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,txt,popup,Salt Lake City,NY,28,NY,tech,clicked
8b827b53-96cb-4617-8106-165d117661a9,0eb07884-ae95-4c8b-bf0f-b0328209bef5,1493640000,txt,banner,Phoenix,NY,22,NY,tech,impression
6b3ccb92-19a4-4d45-8925-b38d1cee7ab0,b9eb512c-101c-42d4-8904-50a0ff4d798b,1493640000,txt,popup,Columbia,NY,32,NY,car,clicked
6ca3f682-a3a5-4792-90eb-c19b3fca9551,b9eb512c-101c-42d4-8904-50a0ff4d798b,1493640000,txt,popup,Dover,UT,59,UT,car,impression
bb946f49-6d20-4f45-9625-8960379efef0,c7baf205-f866-48e6-a1d5-1bae17be8c1c,1493640000,txt,popup,Montgomery,KS,32,KS,food,hover
27e7f48e-8d16-4630-9905-e77303e5abc7,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,popup,Annapolis,TN,31,TN,gas,clicked
5ca8e623-717c-4b94-b32d-99012c71354f,cabb9c5b-7a81-48be-9121-9e66d94bb25d,1493640000,img,popup,Carson City,DE,46,DE,car,impression
633148d1-89aa-47e9-8e5a-90378fb94e93,0eb07884-ae95-4c8b-bf0f-b0328209bef5,1493640000,swf,popup,Atlanta,OR,36,OR,tech,hover
2d717479-a55a-4452-b573-c55a3d9a1ddc,ea539aed-a3a0-4172-9c83-94af337480b4,1493640000,img,banner,Madison,IA,26,IA,food,impression
e3e1dd4b-832b-49d7-8de0-c120dbcf2803,c600e6c5-de48-494a-aa8b-0abc49d15e00,1493640000,txt,banner,Denver,PA,54,PA,retail,impression
2cd83027-a45a-493b-adfb-ecdcfad70ce2,26b0ddbc-d6e1-482a-a0df-6feacd0339e8,1493640000,txt,popup,Sacramento,TX,49,TX,coffee,clicked
a46ae0d8-0d77-43bb-9be2-be73796979b5,c1d8a759-829d-4152-922c-27019868ec07,1493640000,swf,banner,Atlanta,SD,58,SD,coffee,impression
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,cabb9c5b-7a81-48be-9121-9e66d94bb25d,1493640000,txt,popup,Richmond,NY,60,NY,car,impression
a46ae0d8-0d77-43bb-9be2-be73796979b5,06c40fd8-cb9c-43ec-8d3b-6bf5cbf44722,1493640000,txt,embedded,Topeka,MA,58,MA,gas,hover
57f28f81-908f-4de5-b5b0-af5a3eab1358,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,txt,popup,Carson City,NY,46,NY,misc,clicked
90e8cc83-7572-4c43-8546-3c1b437fc3bb,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,txt,popup,Oklahoma City,KS,48,KS,tech,hover
bd5f75cf-4e6b-4492-a8c3-58adea08b209,06c40fd8-cb9c-43ec-8d3b-6bf5cbf44722,1493640000,txt,banner,Denver,AK,49,AK,gas,impression
e219b423-4ef2-41dc-aa31-1a0f80071460,c7baf205-f866-48e6-a1d5-1bae17be8c1c,1493640000,txt,popup,Madison,CT,43,CT,food,impression
12a6de62-dcf3-4d67-97e2-eaa882d7d84d,c2f1a1e9-d5b0-4a74-a85a-84611d929f03,1493640000,txt,banner,Denver,ID,43,ID,food,impression
6691c088-f674-4c52-a7e2-ecfce9e0f73c,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,txt,popup,Montpelier,MA,59,MA,misc,hover
985794e6-3e19-4ea8-b44f-a4a56dfef2a2,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,img,popup,Jefferson City,TN,37,TN,misc,clicked
2e2f7659-de6e-494c-9e1d-24275537b9e0,3f86c46b-8c0e-41cc-9008-e031e5ac5ce8,1493640000,txt,banner,Lansing,NJ,43,NJ,tech,hover
c9bdcdb1-1a8f-46a0-b69b-9df6ea912ed8,18c7fbe2-4e78-4ce6-9a8f-ddec282cebc2,1493640000,txt,banner,Madison,NM,27,NM,tech,impression
7f08ab83-0341-412d-aa9a-d653968088de,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,swf,banner,Oklahoma City,MN,24,MN,misc,impression
